Satellite 1,NORAD ID 1,Altitude Range [km],Satellite 2,NORAD ID 2,Altitude Range [km],"Conjunction Node Position [eci, km]",Collision Point A or B,Conjunction Point Altitude [km],Will they Collide?,Time Until Collision [days],Synodic Period [days],Collision Frequency [1/days],Inclination of Sat 1,Inclination of Sat 2
t_6878.137_Inc_0,90004,"[6879.650235907791, 6889.426280234253]",PICO-01A003,58326,"[6871.857837699905, 6883.8652083468]",[ 6519.7645058  -2198.17231696     0.        ],0,502.21842295495753,True,34.16491950844315,45.20289033074367,0.022122479175183934,0.0,97.4449
t_6878.137_Inc_0,90004,"[6879.650235907791, 6889.426280234253]",TIANMU-1 17,58702,"[6884.151517066032, 6895.825913945586]",[ 243.84141701 6883.83945604    0.        ],0,510.01981392271136,True,7.8653965894249485,55.4673021089038,0.018028639612516443,0.0,97.4616
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-4362,53043,"[6937.010774272886, 6939.280935596621]",[ 253.7069278  6933.50528473    0.        ],0,560.0084826665061,True,2.5634421155610316,66.51512262667474,0.015034175094476444,0.0,97.65430000000002
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-4308,53061,"[6937.351226817195, 6938.927572088751]",[ 257.33720331 6933.36975811    0.        ],0,560.0067459127195,True,3.428133160958773,66.51512262667474,0.015034175094476444,0.0,97.65869999999998
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-4312,53065,"[6937.255996493382, 6939.0238345438565]",[ 257.21619529 6933.37430631    0.        ],0,560.0068038205991,True,2.563436751770257,66.51512262667474,0.015034175094476444,0.0,97.65760000000002
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-4309,53066,"[6937.234282904287, 6939.031259292001]",[ 256.34493516 6933.40699092    0.        ],0,560.0072207245839,True,4.159801026509987,66.51512262667474,0.015034175094476444,0.0,97.65739999999998
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-6109,56094,"[6937.720704383742, 6939.578874797394]",[-6730.09661608  1687.77393089     0.        ],0,560.3629317974501,True,41.409485177576784,66.51512262667474,0.015034175094476444,0.0,43.0015
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-6079,56120,"[6938.470720902261, 6939.803035182846]",[-6206.66896776  3102.79947932     0.        ],0,560.8906180564572,True,39.3498255970027,66.44860750404807,0.015049224318795238,0.0,43.0015
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-6104,56127,"[6938.237362326806, 6940.017942482413]",[-6175.25761615  3164.89578897     0.        ],0,560.9099072361068,True,39.54947726927221,66.51512262667474,0.015034175094476444,0.0,43.002300000000005
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-5489,56136,"[6938.565123565976, 6939.834997177024]",[-6172.59991764  3170.0795509      0.        ],0,560.9115012212296,True,38.950850064442555,65.51739578727462,0.015263121923326338,0.0,43.0006
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-5090,56137,"[6938.394044403865, 6939.866527850581]",[-6163.19973597  3188.32882812     0.        ],0,560.9170927145424,True,39.54951752670902,66.51512262667474,0.015034175094476444,0.0,43.00130000000001
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-30119,56823,"[6938.247371271707, 6940.0057459416585]",[-2943.13567445  6284.20668004     0.        ],0,561.1209715459945,True,40.94769801548773,66.51512262667474,0.015034175094476444,0.0,42.9996
t_6928.137_Inc_0,90005,"[6929.581035375891, 6939.428031813594]",STARLINK-30120,56824,"[6938.39939729899, 6939.884373662483]",[-2940.63451863  6285.37689631     0.        ],0,561.1204603345705,True,40.814663551831906,66.3820923814214,0.015064303701880203,0.0,43.0004
